type/year,Quarter,CIK_old,Name,Type,Date,cik_formatted,file_name,gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,apdedate,fdate,at,ceq,oiadp,sale,exchg,cik,costat,conml,ggroup,gsector,delta_sale,delta_at
sec-10-k/2012,Q3,76334,PARKER HANNIFIN CORP,10-K,2012-08-24,76334,sec-10-k/2012_Q3_76334_PARKER HANNIFIN CORP_10-K_2012-08-24,8358,2012-06-30 00:00:00,2012,INDL,C,D,STD,PH,701094104,PARKER-HANNIFIN CORP,USD,6,2012/06/30,2012/08/28,11170.282,4896.515,1681.978,13145.942,11,76334,A,Parker-Hannifin Corp,2010,20,6.480482946928797,1
sec-10-k/2013,Q3,76334,PARKER HANNIFIN CORP,10-K,2013-08-29,76334,sec-10-k/2013_Q3_76334_PARKER HANNIFIN CORP_10-K_2013-08-29,8358,2013-06-30 00:00:00,2013,INDL,C,D,STD,PH,701094104,PARKER-HANNIFIN CORP,USD,6,2013/06/30,2013/08/30,12540.898,5738.426,1386.29,13015.704,11,76334,A,Parker-Hannifin Corp,2010,20,-0.99070876777030803,1
sec-10-k/2014,Q3,76334,PARKER HANNIFIN CORP,10-K,2014-08-22,76334,sec-10-k/2014_Q3_76334_PARKER HANNIFIN CORP_10-K_2014-08-22,8358,2014-06-30 00:00:00,2014,INDL,C,D,STD,PH,701094104,PARKER-HANNIFIN CORP,USD,6,2014/06/30,2014/08/23,13274.362,6659.428,1496.201,13215.971,11,76334,A,Parker-Hannifin Corp,2010,20,1.5386566873370942,1
sec-10-k/1997,Q1,76605,PATRICK INDUSTRIES INC,10-K,1997-03-26,76605,sec-10-k/1997_Q1_76605_PATRICK INDUSTRIES INC_10-K_1997-03-26,8386,1997-12-31 00:00:00,1997,INDL,C,D,STD,PATK,703343103,PATRICK INDUSTRIES INC,USD,12,,,112.187,68.726,14.839,410.567,14,76605,A,Patrick Industries Inc,2010,20,na,na
sec-10-k/2003,Q1,76605,PATRICK INDUSTRIES INC,10-K,2003-03-31,76605,sec-10-k/2003_Q1_76605_PATRICK INDUSTRIES INC_10-K_2003-03-31,8386,2003-12-31 00:00:00,2003,INDL,C,D,STD,PATK,703343103,PATRICK INDUSTRIES INC,USD,12,2003/12/31,,81.142,59.248,-0.511,274.682,14,76605,A,Patrick Industries Inc,2010,20,na,na
sec-10-k/2004,Q1,76605,PATRICK INDUSTRIES INC,10-K,2004-03-29,76605,sec-10-k/2004_Q1_76605_PATRICK INDUSTRIES INC_10-K_2004-03-29,8386,2004-12-31 00:00:00,2004,INDL,C,D,STD,PATK,703343103,PATRICK INDUSTRIES INC,USD,12,2004/12/31,,92.375,60.74,1.479,301.555,14,76605,A,Patrick Industries Inc,2010,20,9.7833130674743849,1
sec-10-k/2005,Q1,76605,PATRICK INDUSTRIES INC,10-K,2005-03-31,76605,sec-10-k/2005_Q1_76605_PATRICK INDUSTRIES INC_10-K_2005-03-31,8386,2005-12-31 00:00:00,2005,INDL,C,D,STD,PATK,703343103,PATRICK INDUSTRIES INC,USD,12,2005/12/31,,99.73,62.68,3.136,323.4,14,76605,A,Patrick Industries Inc,2010,20,7.2441179884266456,1
sec-10-k/2006,Q1,76605,PATRICK INDUSTRIES INC,10-K,2006-03-28,76605,sec-10-k/2006_Q1_76605_PATRICK INDUSTRIES INC_10-K_2006-03-28,8386,2006-12-31 00:00:00,2006,INDL,C,D,STD,PATK,703343103,PATRICK INDUSTRIES INC,USD,12,2006/12/31,2007/05/26,109.149,66.076,6.654,347.629,14,76605,A,Patrick Industries Inc,2010,20,7.4919604205318624,1
sec-10-k/2007,Q2,76605,PATRICK INDUSTRIES INC,10-K,2007-04-02,76605,sec-10-k/2007_Q2_76605_PATRICK INDUSTRIES INC_10-K_2007-04-02,8386,2007-12-31 00:00:00,2007,INDL,C,D,STD,PATK,703343103,PATRICK INDUSTRIES INC,USD,12,2007/12/31,2008/06/26,196.242,71.933,1.136,435.203,14,76605,A,Patrick Industries Inc,2010,20,25.191799303280224,1
sec-10-k/2008,Q1,76605,PATRICK INDUSTRIES INC,10-K,2008-03-31,76605,sec-10-k/2008_Q1_76605_PATRICK INDUSTRIES INC_10-K_2008-03-31,8386,2008-12-31 00:00:00,2008,INDL,C,D,STD,PATK,703343103,PATRICK INDUSTRIES INC,USD,12,2008/12/31,2009/05/05,100.493,20.76,-13.59,325.151,14,76605,A,Patrick Industries Inc,2010,20,-25.287509507057631,0
