type/year,Quarter,CIK_old,Name,Type,Date,cik_formatted,file_name,gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,apdedate,fdate,at,ceq,oiadp,sale,exchg,cik,costat,conml,ggroup,gsector,delta_sale,delta_at
sec-10-k/2013,Q1,1019272,EMPIRE RESOURCES INC -NEW-,10-K,2013-03-25,1019272,sec-10-k/2013_Q1_1019272_EMPIRE RESOURCES INC -NEW-_10-K_2013-03-25,63698,2013-12-31 00:00:00,2013,INDL,C,D,STD,ERS,29206E100,EMPIRE RESOURCES INC,USD,12,2013/12/31,2014/04/14,215.82,44.769,8.347,482.683,14,1019272,A,Empire Resources Inc,2010,20,na,na
sec-10-k/2014,Q1,1019272,EMPIRE RESOURCES INC -NEW-,10-K,2014-03-31,1019272,sec-10-k/2014_Q1_1019272_EMPIRE RESOURCES INC -NEW-_10-K_2014-03-31,63698,2014-12-31 00:00:00,2014,INDL,C,D,STD,ERS,29206E100,EMPIRE RESOURCES INC,USD,12,2014/12/31,2015/05/04,314.283,48.811,12.687,582.279,14,1019272,A,Empire Resources Inc,2010,20,20.633832142420584,1
sec-10-k/2008,Q3,1019654,Marine Exploration Inc,10-K,2008-09-29,1019654,sec-10-k/2008_Q3_1019654_Marine Exploration Inc_10-K_2008-09-29,113224,2008-06-30 00:00:00,2008,INDL,C,D,STD,INOH,453229106,IN OVATIONS HOLDINGS INC,USD,6,2008/06/30,2009/05/18,0.0,-2.069,-3.074,0.0,19,1019654,A,In Ovations Holdings Inc,2020,20,na,na
sec-10-k/2009,Q3,1019654,Marine Exploration Inc,10-K,2009-09-28,1019654,sec-10-k/2009_Q3_1019654_Marine Exploration Inc_10-K_2009-09-28,113224,2009-06-30 00:00:00,2009,INDL,C,D,STD,INOH,453229106,IN OVATIONS HOLDINGS INC,USD,6,2009/06/30,2009/09/28,0.441,-3.451,-10.108,0.0,19,1019654,A,In Ovations Holdings Inc,2020,20,0.0,1
sec-10-k/1999,Q1,1019737,METZLER GROUP INC,10-K,1999-03-31,1019737,sec-10-k/1999_Q1_1019737_METZLER GROUP INC_10-K_1999-03-31,63724,1999-12-31 00:00:00,1999,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,,,414.676,300.669,-3.81,397.694,11,1019737,A,Navigant Consulting Inc.,2020,20,na,na
sec-10-k/2001,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2001-03-19,1019737,sec-10-k/2001_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2001-03-19,63724,2001-12-31 00:00:00,2001,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,,,158.826,112.105,3.12,235.58,11,1019737,A,Navigant Consulting Inc.,2020,20,na,na
sec-10-k/2003,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2003-03-14,1019737,sec-10-k/2003_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2003-03-14,63724,2003-12-31 00:00:00,2003,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2003/12/31,,255.316,188.758,32.283,317.782,11,1019737,A,Navigant Consulting Inc.,2020,20,na,na
sec-10-k/2004,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2004-03-09,1019737,sec-10-k/2004_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2004-03-09,63724,2004-12-31 00:00:00,2004,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2004/12/31,,418.807,288.674,71.777,482.119,11,1019737,A,Navigant Consulting Inc.,2020,20,51.713753453625458,1
sec-10-k/2005,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2005-03-10,1019737,sec-10-k/2005_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2005-03-10,63724,2005-12-31 00:00:00,2005,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2005/12/31,,542.863,384.448,91.891,575.492,11,1019737,A,Navigant Consulting Inc.,2020,20,19.367210170103217,1
sec-10-k/2006,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2006-03-16,1019737,sec-10-k/2006_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2006-03-16,63724,2006-12-31 00:00:00,2006,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2006/12/31,2007/03/23,652.358,486.576,105.064,681.745,11,1019737,A,Navigant Consulting Inc.,2020,20,18.462984715686762,1
sec-10-k/2007,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2007-03-01,1019737,sec-10-k/2007_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2007-03-01,63724,2007-12-31 00:00:00,2007,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2007/12/31,2008/03/20,778.697,342.753,85.103,767.058,11,1019737,A,Navigant Consulting Inc.,2020,20,12.513916493703656,1
sec-10-k/2008,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2008-02-28,1019737,sec-10-k/2008_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2008-02-28,63724,2008-12-31 00:00:00,2008,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2008/12/31,2009/03/06,792.393,365.758,93.961,810.64,11,1019737,A,Navigant Consulting Inc.,2020,20,5.6817085539815748,1
sec-10-k/2009,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2009-02-25,1019737,sec-10-k/2009_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2009-02-25,63724,2009-12-31 00:00:00,2009,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2009/12/31,2010/02/24,820.245,418.792,60.541,707.239,11,1019737,A,Navigant Consulting Inc.,2020,20,-12.755477153853752,1
sec-10-k/2010,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2010-02-19,1019737,sec-10-k/2010_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2010-02-19,63724,2010-12-31 00:00:00,2010,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2010/12/31,2011/02/22,869.035,460.721,56.428,703.66,11,1019737,A,Navigant Consulting Inc.,2020,20,-0.50605240944008334,1
sec-10-k/2011,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2011-02-18,1019737,sec-10-k/2011_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2011-02-18,63724,2011-12-31 00:00:00,2011,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2011/12/31,2012/03/02,875.201,513.678,76.293,784.684,11,1019737,A,Navigant Consulting Inc.,2020,20,11.514651962595572,1
sec-10-k/2012,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2012-02-17,1019737,sec-10-k/2012_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2012-02-17,63724,2012-12-31 00:00:00,2012,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2012/12/31,2013/02/24,954.45,559.743,85.503,844.641,11,1019737,A,Navigant Consulting Inc.,2020,20,7.6409102262821857,1
sec-10-k/2013,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2013-02-15,1019737,sec-10-k/2013_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2013-02-15,63724,2013-12-31 00:00:00,2013,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2013/12/31,2014/02/24,904.197,597.075,96.381,835.585,11,1019737,A,Navigant Consulting Inc.,2020,20,-1.0721714906096247,0
sec-10-k/2014,Q1,1019737,NAVIGANT CONSULTING INC,10-K,2014-02-14,1019737,sec-10-k/2014_Q1_1019737_NAVIGANT CONSULTING INC_10-K_2014-02-14,63724,2014-12-31 00:00:00,2014,INDL,C,D,STD,NCI,63935N107,NAVIGANT CONSULTING INC,USD,12,2014/12/31,2015/02/20,903.493,542.591,87.899,859.617,11,1019737,A,Navigant Consulting Inc.,2020,20,2.8760688619350425,0
sec-10-k/1997,Q1,1019779,CUNO INC,10-K,1997-01-28,1019779,sec-10-k/1997_Q1_1019779_CUNO INC_10-K_1997-01-28,63559,1997-10-31 00:00:00,1997,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,,,146.325,81.89,20.231,187.478,14,1019779,I,CUNO Inc.,2010,20,na,na
sec-10-k/1998,Q1,1019779,CUNO INC,10-K,1998-01-28,1019779,sec-10-k/1998_Q1_1019779_CUNO INC_10-K_1998-01-28,63559,1998-10-31 00:00:00,1998,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,,,170.842,89.577,21.607,198.845,14,1019779,I,CUNO Inc.,2010,20,6.0631114050715391,1
sec-10-k/1999,Q1,1019779,CUNO INC,10-K,1999-01-29,1019779,sec-10-k/1999_Q1_1019779_CUNO INC_10-K_1999-01-29,63559,1999-10-31 00:00:00,1999,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,,,184.342,104.574,23.653,220.584,14,1019779,I,CUNO Inc.,2010,20,10.932635972742592,1
sec-10-k/2000,Q1,1019779,CUNO INC,10-K,2000-01-06,1019779,sec-10-k/2000_Q1_1019779_CUNO INC_10-K_2000-01-06,63559,2000-10-31 00:00:00,2000,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,,,188.899,119.518,27.927,243.074,14,1019779,I,CUNO Inc.,2010,20,10.195662423385199,1
sec-10-k/2001,Q1,1019779,CUNO INC,10-K,2001-01-22,1019779,sec-10-k/2001_Q1_1019779_CUNO INC_10-K_2001-01-22,63559,2001-10-31 00:00:00,2001,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,,,206.625,140.171,30.411,244.449,14,1019779,I,CUNO Inc.,2010,20,0.56567135933913126,1
sec-10-k/2002,Q1,1019779,CUNO INC,10-K,2002-01-16,1019779,sec-10-k/2002_Q1_1019779_CUNO INC_10-K_2002-01-16,63559,2002-10-31 00:00:00,2002,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,,,236.879,162.413,34.885,258.201,14,1019779,I,CUNO Inc.,2010,20,5.6257133389786631,1
sec-10-k/2002,Q4,1019779,CUNO INC,10-K,2002-12-13,1019779,sec-10-k/2002_Q4_1019779_CUNO INC_10-K_2002-12-13,63559,2002-10-31 00:00:00,2002,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,,,236.879,162.413,34.885,258.201,14,1019779,I,CUNO Inc.,2010,20,na,na
sec-10-k/2003,Q4,1019779,CUNO INC,10-K,2003-12-18,1019779,sec-10-k/2003_Q4_1019779_CUNO INC_10-K_2003-12-18,63559,2003-10-31 00:00:00,2003,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,2003/10/31,,288.008,208.328,40.225,288.231,14,1019779,I,CUNO Inc.,2010,20,11.630473933098644,1
sec-10-k/2004,Q4,1019779,CUNO INC,10-K,2004-12-23,1019779,sec-10-k/2004_Q4_1019779_CUNO INC_10-K_2004-12-23,63559,2004-10-31 00:00:00,2004,INDL,C,D,STD,CUNO,126583103,CUNO INC,USD,10,2004/10/31,,434.558,255.979,49.461,351.611,14,1019779,I,CUNO Inc.,2010,20,21.989307187637692,1
sec-10-k/1999,Q1,1020476,KROLL O GARA CO,10-K,1999-03-31,1020476,sec-10-k/1999_Q1_1020476_KROLL O GARA CO_10-K_1999-03-31,63980,1999-12-31 00:00:00,1999,INDL,C,D,STD,KROL,501049100,KROLL INC,USD,12,,,291.698,155.868,17.682,302.006,14,1020476,I,Kroll Inc,2020,20,na,na
sec-10-k/2001,Q2,1020476,KROLL O GARA CO,10-K,2001-04-24,1020476,sec-10-k/2001_Q2_1020476_KROLL O GARA CO_10-K_2001-04-24,63980,2001-12-31 00:00:00,2001,INDL,C,D,STD,KROL,501049100,KROLL INC,USD,12,,,169.786,111.133,1.023,207.877,14,1020476,I,Kroll Inc,2020,20,na,na
sec-10-k/2002,Q1,1020476,KROLL INC,10-K,2002-03-26,1020476,sec-10-k/2002_Q1_1020476_KROLL INC_10-K_2002-03-26,63980,2002-12-31 00:00:00,2002,INDL,C,D,STD,KROL,501049100,KROLL INC,USD,12,,,539.622,456.907,31.54,289.168,14,1020476,I,Kroll Inc,2020,20,39.105336328694371,1
sec-10-k/2003,Q1,1020476,KROLL INC,10-K,2003-03-28,1020476,sec-10-k/2003_Q1_1020476_KROLL INC_10-K_2003-03-28,63980,2003-12-31 00:00:00,2003,INDL,C,D,STD,KROL,501049100,KROLL INC,USD,12,2003/12/31,,679.609,546.843,91.172,485.476,14,1020476,I,Kroll Inc,2020,20,67.887179770929009,1
sec-10-k/1998,Q3,1020676,TICE TECHNOLOGY INC,10-K,1998-07-15,1020676,sec-10-k/1998_Q3_1020676_TICE TECHNOLOGY INC_10-K_1998-07-15,65348,1998-03-31 00:00:00,1997,INDL,C,D,STD,AGWTQ,049567100,ATMOSPHERIC GLOW TECH INC,USD,3,,,1.102,-0.061,-0.497,1.344,19,1020676,I,Atmospheric Glow Technologies Inc.,2020,20,na,na
sec-10-k/2000,Q3,1020676,TICE TECHNOLOGY INC,10-K,2000-07-12,1020676,sec-10-k/2000_Q3_1020676_TICE TECHNOLOGY INC_10-K_2000-07-12,65348,2000-03-31 00:00:00,1999,INDL,C,D,STD,AGWTQ,049567100,ATMOSPHERIC GLOW TECH INC,USD,3,,,1.33,-0.341,-1.178,0.499,19,1020676,I,Atmospheric Glow Technologies Inc.,2020,20,na,na
sec-10-k/2001,Q3,1020676,TICE TECHNOLOGY INC,10-K,2001-08-08,1020676,sec-10-k/2001_Q3_1020676_TICE TECHNOLOGY INC_10-K_2001-08-08,65348,2001-03-31 00:00:00,2000,INDL,C,D,STD,AGWTQ,049567100,ATMOSPHERIC GLOW TECH INC,USD,3,,,11.798,0.961,-1.111,3.99,19,1020676,I,Atmospheric Glow Technologies Inc.,2020,20,699.59919839679367,1
sec-10-k/1999,Q1,1020710,DXP ENTERPRISES INC,10-K,1999-03-31,1020710,sec-10-k/1999_Q1_1020710_DXP ENTERPRISES INC_10-K_1999-03-31,64223,1999-12-31 00:00:00,1999,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,,,73.966,15.633,2.151,179.878,14,1020710,A,DXP Enterprises Inc,2010,20,na,na
sec-10-k/2000,Q1,1020710,DXP ENTERPRISES INC,10-K,2000-03-29,1020710,sec-10-k/2000_Q1_1020710_DXP ENTERPRISES INC_10-K_2000-03-29,64223,2000-12-31 00:00:00,2000,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,,,67.139,8.698,3.039,182.642,14,1020710,A,DXP Enterprises Inc,2010,20,1.5365970268737756,0
sec-10-k/2001,Q2,1020710,DXP ENTERPRISES INC,10-K,2001-04-17,1020710,sec-10-k/2001_Q2_1020710_DXP ENTERPRISES INC_10-K_2001-04-17,64223,2001-12-31 00:00:00,2001,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,,,58.934,9.537,4.034,174.429,14,1020710,A,DXP Enterprises Inc,2010,20,-4.4967751119676711,0
sec-10-k/2002,Q1,1020710,DXP ENTERPRISES INC,10-K,2002-03-28,1020710,sec-10-k/2002_Q1_1020710_DXP ENTERPRISES INC_10-K_2002-03-28,64223,2002-12-31 00:00:00,2002,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,,,49.248,8.068,4.117,148.106,14,1020710,A,DXP Enterprises Inc,2010,20,-15.090953912480153,0
sec-10-k/2003,Q1,1020710,DXP ENTERPRISES INC,10-K,2003-03-24,1020710,sec-10-k/2003_Q1_1020710_DXP ENTERPRISES INC_10-K_2003-03-24,64223,2003-12-31 00:00:00,2003,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2003/12/31,,48.375,10.057,4.309,150.683,14,1020710,A,DXP Enterprises Inc,2010,20,1.7399700214711074,0
sec-10-k/2004,Q1,1020710,DXP ENTERPRISES INC,10-K,2004-03-11,1020710,sec-10-k/2004_Q1_1020710_DXP ENTERPRISES INC_10-K_2004-03-11,64223,2004-12-31 00:00:00,2004,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2004/12/31,,48.283,12.857,5.209,160.585,14,1020710,A,DXP Enterprises Inc,2010,20,6.5714115062747727,0
sec-10-k/2005,Q1,1020710,DXP ENTERPRISES INC,10-K,2005-03-30,1020710,sec-10-k/2005_Q1_1020710_DXP ENTERPRISES INC_10-K_2005-03-30,64223,2005-12-31 00:00:00,2005,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2005/12/31,,72.92,19.573,9.404,185.364,14,1020710,A,DXP Enterprises Inc,2010,20,15.430457390167199,1
sec-10-k/2006,Q1,1020710,DXP ENTERPRISES INC,10-K,2006-03-10,1020710,sec-10-k/2006_Q1_1020710_DXP ENTERPRISES INC_10-K_2006-03-10,64223,2006-12-31 00:00:00,2006,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2006/12/31,2007/05/02,116.807,35.702,20.678,279.82,14,1020710,A,DXP Enterprises Inc,2010,20,50.957035886148326,1
sec-10-k/2007,Q1,1020710,DXP ENTERPRISES INC,10-K,2007-03-16,1020710,sec-10-k/2007_Q1_1020710_DXP ENTERPRISES INC_10-K_2007-03-16,64223,2007-12-31 00:00:00,2007,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2007/12/31,2008/05/12,286.166,101.495,31.892,444.547,14,1020710,A,DXP Enterprises Inc,2010,20,58.868915731541698,1
sec-10-k/2008,Q1,1020710,DXP ENTERPRISES INC,10-K,2008-03-17,1020710,sec-10-k/2008_Q1_1020710_DXP ENTERPRISES INC_10-K_2008-03-17,64223,2008-12-31 00:00:00,2008,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2008/12/31,2009/04/08,397.856,130.172,48.191,736.883,14,1020710,A,DXP Enterprises Inc,2010,20,65.760425781750882,1
sec-10-k/2009,Q1,1020710,DXP ENTERPRISES INC,10-K,2009-03-16,1020710,sec-10-k/2009_Q1_1020710_DXP ENTERPRISES INC_10-K_2009-03-16,64223,2009-12-31 00:00:00,2009,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2009/12/31,2010/04/14,270.927,90.197,17.419,583.226,14,1020710,A,DXP Enterprises Inc,2010,20,-20.852292697755278,0
sec-10-k/2010,Q1,1020710,DXP ENTERPRISES INC,10-K,2010-03-23,1020710,sec-10-k/2010_Q1_1020710_DXP ENTERPRISES INC_10-K_2010-03-23,64223,2010-12-31 00:00:00,2010,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2010/12/31,2011/03/22,320.624,124.104,37.791,656.202,14,1020710,A,DXP Enterprises Inc,2010,20,12.512473723736596,1
sec-10-k/2011,Q1,1020710,DXP ENTERPRISES INC,10-K,2011-03-16,1020710,sec-10-k/2011_Q1_1020710_DXP ENTERPRISES INC_10-K_2011-03-16,64223,2011-12-31 00:00:00,2011,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2011/12/31,2012/03/29,405.338,156.659,55.485,807.005,14,1020710,A,DXP Enterprises Inc,2010,20,22.981185671485303,1
sec-10-k/2012,Q1,1020710,DXP ENTERPRISES INC,10-K,2012-03-09,1020710,sec-10-k/2012_Q1_1020710_DXP ENTERPRISES INC_10-K_2012-03-09,64223,2012-12-31 00:00:00,2012,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2012/12/31,2013/03/25,569.732,208.477,90.522,1097.11,14,1020710,A,DXP Enterprises Inc,2010,20,35.948352240692422,1
sec-10-k/2013,Q1,1020710,DXP ENTERPRISES INC,10-K,2013-03-11,1020710,sec-10-k/2013_Q1_1020710_DXP ENTERPRISES INC_10-K_2013-03-11,64223,2013-12-31 00:00:00,2013,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2013/12/31,2014/03/27,635.277,296.234,98.119,1241.51,14,1020710,A,DXP Enterprises Inc,2010,20,13.161852503395293,1
sec-10-k/2014,Q1,1020710,DXP ENTERPRISES INC,10-K,2014-03-11,1020710,sec-10-k/2014_Q1_1020710_DXP ENTERPRISES INC_10-K_2014-03-11,64223,2014-12-31 00:00:00,2014,INDL,C,D,STD,DXPE,233377407,DXP ENTERPRISES INC,USD,12,2014/12/31,2015/03/31,844.346,242.936,104.941,1499.662,14,1020710,A,DXP Enterprises Inc,2010,20,20.793388696023396,1
sec-10-k/1998,Q1,1021080,ABACUS DIRECT CORP,10-K,1998-03-31,1021080,sec-10-k/1998_Q1_1021080_ABACUS DIRECT CORP_10-K_1998-03-31,63653,1998-12-31 00:00:00,1998,INDL,C,D,STD,ABDR.1,002553105,ABACUS DIRECT CORP,USD,12,,,43.32,36.304,18.151,46.979,14,1021080,I,Abacus Direct Corp,2020,20,na,na
sec-10-k/1997,Q2,1021162,TRIUMPH GROUP INC -,10-K,1997-06-23,1021162,sec-10-k/1997_Q2_1021162_TRIUMPH GROUP INC -_10-K_1997-06-23,63876,1997-03-31 00:00:00,1996,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,,,171.315,91.413,27.607,250.478,11,1021162,A,Triumph Group Inc.,2010,20,na,na
sec-10-k/1998,Q2,1021162,TRIUMPH GROUP INC -,10-K,1998-06-18,1021162,sec-10-k/1998_Q2_1021162_TRIUMPH GROUP INC -_10-K_1998-06-18,63876,1998-03-31 00:00:00,1997,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,,,301.445,182.879,41.276,329.458,11,1021162,A,Triumph Group Inc.,2010,20,31.531711367864663,1
sec-10-k/2000,Q2,1021162,TRIUMPH GROUP INC -,10-K,2000-06-28,1021162,sec-10-k/2000_Q2_1021162_TRIUMPH GROUP INC -_10-K_2000-06-28,63876,2000-03-31 00:00:00,1999,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,,,506.931,244.37,62.407,441.699,11,1021162,A,Triumph Group Inc.,2010,20,na,na
sec-10-k/2002,Q2,1021162,TRIUMPH GROUP INC -,10-K,2002-05-20,1021162,sec-10-k/2002_Q2_1021162_TRIUMPH GROUP INC -_10-K_2002-05-20,63876,2002-03-31 00:00:00,2001,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,,,772.965,453.501,89.576,612.77,11,1021162,A,Triumph Group Inc.,2010,20,na,na
sec-10-k/2003,Q2,1021162,TRIUMPH GROUP INC -,10-K,2003-06-12,1021162,sec-10-k/2003_Q2_1021162_TRIUMPH GROUP INC -_10-K_2003-06-12,63876,2003-03-31 00:00:00,2002,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,,,864.168,494.985,70.623,565.381,11,1021162,A,Triumph Group Inc.,2010,20,-7.7335705076945702,1
sec-10-k/2004,Q2,1021162,TRIUMPH GROUP INC -,10-K,2004-06-03,1021162,sec-10-k/2004_Q2_1021162_TRIUMPH GROUP INC -_10-K_2004-06-03,63876,2004-03-31 00:00:00,2003,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2004/03/31,,935.848,515.116,36.613,608.315,11,1021162,A,Triumph Group Inc.,2010,20,7.5938172665866182,1
sec-10-k/2005,Q2,1021162,TRIUMPH GROUP INC -,10-K,2005-06-14,1021162,sec-10-k/2005_Q2_1021162_TRIUMPH GROUP INC -_10-K_2005-06-14,63876,2005-03-31 00:00:00,2004,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2005/03/31,,937.715,526.663,33.43,688.485,11,1021162,A,Triumph Group Inc.,2010,20,13.179027313151897,1
sec-10-k/2006,Q2,1021162,TRIUMPH GROUP INC -,10-K,2006-06-07,1021162,sec-10-k/2006_Q2_1021162_TRIUMPH GROUP INC -_10-K_2006-06-07,63876,2006-03-31 00:00:00,2005,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2006/03/31,,974.783,563.703,56.087,760.421,11,1021162,A,Triumph Group Inc.,2010,20,10.448448404830902,1
sec-10-k/2007,Q2,1021162,TRIUMPH GROUP INC -,10-K,2007-06-08,1021162,sec-10-k/2007_Q2_1021162_TRIUMPH GROUP INC -_10-K_2007-06-08,63876,2007-03-31 00:00:00,2006,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2007/03/31,2007/06/28,1229.158,627.363,90.653,954.735,11,1021162,A,Triumph Group Inc.,2010,20,25.553476297998078,1
sec-10-k/2008,Q2,1021162,TRIUMPH GROUP INC -,10-K,2008-05-28,1021162,sec-10-k/2008_Q2_1021162_TRIUMPH GROUP INC -_10-K_2008-05-28,63876,2008-03-31 00:00:00,2007,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2008/03/31,2008/06/06,1414.835,692.729,126.325,1151.09,11,1021162,A,Triumph Group Inc.,2010,20,20.566439902171794,1
sec-10-k/2009,Q2,1021162,TRIUMPH GROUP INC -,10-K,2009-05-22,1021162,sec-10-k/2009_Q2_1021162_TRIUMPH GROUP INC -_10-K_2009-05-22,63876,2009-03-31 00:00:00,2008,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2009/03/31,2009/06/10,1592.907,779.65,154.814,1240.378,11,1021162,A,Triumph Group Inc.,2010,20,7.7568217949943117,1
sec-10-k/2010,Q2,1021162,TRIUMPH GROUP INC,10-K,2010-05-14,1021162,sec-10-k/2010_Q2_1021162_TRIUMPH GROUP INC_10-K_2010-05-14,63876,2010-03-31 00:00:00,2009,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2010/03/31,2010/05/26,1712.677,860.686,159.787,1294.78,11,1021162,A,Triumph Group Inc.,2010,20,4.3859210659976267,1
sec-10-k/2011,Q2,1021162,TRIUMPH GROUP INC,10-K,2011-05-18,1021162,sec-10-k/2011_Q2_1021162_TRIUMPH GROUP INC_10-K_2011-05-18,63876,2011-03-31 00:00:00,2010,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2011/03/31,2011/05/27,4470.237,1632.217,334.938,2905.348,11,1021162,A,Triumph Group Inc.,2010,20,124.38931710406401,1
sec-10-k/2012,Q2,1021162,TRIUMPH GROUP INC,10-K,2012-05-29,1021162,sec-10-k/2012_Q2_1021162_TRIUMPH GROUP INC_10-K_2012-05-29,63876,2012-03-31 00:00:00,2011,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2012/03/31,2012/05/31,4554.757,1793.369,480.657,3407.929,11,1021162,A,Triumph Group Inc.,2010,20,17.298478529938588,1
sec-10-k/2013,Q2,1021162,TRIUMPH GROUP INC,10-K,2013-05-30,1021162,sec-10-k/2013_Q2_1021162_TRIUMPH GROUP INC_10-K_2013-05-30,63876,2013-03-31 00:00:00,2012,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2013/03/31,2013/06/11,5183.505,2045.158,573.562,3702.702,11,1021162,A,Triumph Group Inc.,2010,20,8.6496226887355974,1
sec-10-k/2014,Q2,1021162,TRIUMPH GROUP INC,10-K,2014-05-19,1021162,sec-10-k/2014_Q2_1021162_TRIUMPH GROUP INC_10-K_2014-05-19,63876,2014-03-31 00:00:00,2013,INDL,C,D,STD,TGI,896818101,TRIUMPH GROUP INC,USD,3,2014/03/31,2014/05/29,5553.283,2283.911,466.463,3763.254,11,1021162,A,Triumph Group Inc.,2010,20,1.6353462957591545,1
